Year,Area,Street,Street 2,Strange HTM
2011,," Princess̴Street,Walsall"," Princess Street,Walsall",
2011,,prines̴St,prines St,
2011,," Probert̴Road,̴Wton"," Probert Road, Wton",
2011,," Prosser̴St,̴Wolves"," Prosser St, Wolves",
2011,,Prosser̴Street,Prosser Street,
2011,,Prowell̴St,Prowell St,
2011,," Queen̴Sq,̴Wton"," Queen Sq, Wton",
2011,,Queen̴Square,Queen Square,
2011,,queen̴square,queen square,
2011,,Queen̴Square,Queen Square,
2011,," Queen̴Square,̴Wolverhampton"," Queen Square, Wolverhampton",
2011,," Queen̴Square,̴Wolverhampton"," Queen Square, Wolverhampton",
2011,," Queen̴Square,̴Wton"," Queen Square, Wton",
2011,," Queen̴Squsre,̴City̴Centre,̴Wolverhampton"," Queen Squsre, City Centre, Wolverhampton",
2011,,Queen̴St,Queen St,
2011,,Queen̴St,Queen St,
2011,,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2011,,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2011,,Queen̴St̴Wolverhampton,Queen St Wolverhampton,
2011,,Queen̴St/Market̴St̴Wolverhampton,Queen St/Market St Wolverhampton,
2011,,Queen̴St/Market̴Street̴̴junction,Queen St/Market Street  junction,
2011,,Queen̴Street,Queen Street,
2011,,Queen̴Street,Queen Street,
2011,,Queen̴Street,Queen Street,
2011,,Queen̴Street,Queen Street,
2011,,Queen̴Street,Queen Street,
2011,," Queen̴Street,̴wolverhampton"," Queen Street, wolverhampton",
2011,," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2011,," Queen̴Street,̴Wolverhampton"," Queen Street, Wolverhampton",
2011,," Queen̴Street,̴w�����ton"," Queen Street, w�����ton",
2011,," Queens̴Square,̴Wolverhampton"," Queens Square, Wolverhampton",
2011,," QUEENS̴SQUARE,̴WOLVERHAMPTON"," QUEENS SQUARE, WOLVERHAMPTON",
2011,,Queens̴Street,Queens Street,
2011,,Rear̴of̴Civic̴Centre̴Wolverhampton,Rear of Civic Centre Wolverhampton,
2011,,Ring̴Road,Ring Road,
2011,," Ring̴Road̴St̴Georges,̴Wolves."," Ring Road St Georges, Wolves.",
2011,," Royal̴London̴P/H,Wolves̴City̴centre."," Royal London P/H,Wolves City centre.",
2011,,Sainsburys̴St̴Georges,Sainsburys St Georges,
2011,," Salop̴st,̴wolverhampton"," Salop st, wolverhampton",
2011,," Salop̴St,̴Wolves."," Salop St, Wolves.",
2011,," School̴St,̴Wton"," School St, Wton",
2011,,School̴Street,School Street,
2011,,School̴Street,School Street,
2011,," School̴Street,̴w�����ton"," School Street, w�����ton",
2011,," School̴Street,̴W'ton."," School Street, W'ton.",
2011,,Showell̴Circus,Showell Circus,
2011,," st̴Georges̴parade,̴wolverhampton"," st Georges parade, wolverhampton",
2011,," St̴Georges̴Parade,̴Wolverhampton"," St Georges Parade, Wolverhampton",
2011,," stafford̴road,̴wolverhampton"," stafford road, wolverhampton",
2011,,Stafford̴St,Stafford St,
2011,," Stafford̴St,̴Wton"," Stafford St, Wton",
2011,,Stafford̴Street,Stafford Street,
2011,,Stafford̴Street,Stafford Street,
2011,," Stafford̴Street,̴Wolverhampton."," Stafford Street, Wolverhampton.",
2011,," Steel̴Park̴Lane,̴Wton"," Steel Park Lane, Wton",
2011,,Subway̴under̴traffic̴island̴at̴junction̴of̴Ring̴Road̴and̴Bilston̴Street,Subway under traffic island at junction of Ring Road and Bilston Street,
2011,," Sweetman̴Street,̴Wton"," Sweetman Street, Wton",
2011,,Temple̴St,Temple St,
2011,,Tettenhall̴Road,Tettenhall Road,
2011,,tettenhall̴Road,tettenhall Road,
2011,," The̴Varsity,̴City̴Centre"," The Varsity, City Centre",
2011,,Thornley̴Street,Thornley Street,
2011,,Tower̴Street,Tower Street,
2011,," Train̴Station,̴Wolverhampton"," Train Station, Wolverhampton",
2011,,Trysull̴Road,Trysull Road,
2011,," Vicarage̴Road,̴Wton"," Vicarage Road, Wton",
2011,,Victoria̴Road,Victoria Road,
2011,," Victoria̴Road,̴Wfield,̴Wton"," Victoria Road, Wfield, Wton",
2011,," VIctoria̴Road,̴Wfield,Wton"," VIctoria Road, Wfield,Wton",
2011,,victoria̴st,victoria st,
2011,,Victoria̴Street,Victoria Street,
2011,,Victoria̴Street,Victoria Street,
2011,," Victoria̴Street,̴Wolverhampton"," Victoria Street, Wolverhampton",
2011,," Victoria̴Street,̴Wolverhampton"," Victoria Street, Wolverhampton",
2011,," Victoria̴Street,̴W�����ton"," Victoria Street, W�����ton",
2011,," Villiers̴Avenue,̴Wolverhampton"," Villiers Avenue, Wolverhampton",
2011,,Wallace̴Rd,Wallace Rd,
2011,," Wallace̴Road,̴Bradley"," Wallace Road, Bradley",
2011,," Walsall̴St,̴Bilston."," Walsall St, Bilston.",
2011,," Wanderers̴Avenue,̴Blakenhall"," Wanderers Avenue, Blakenhall",
2011,," Wanderers̴Avenue,̴Wton"," Wanderers Avenue, Wton",
2011,," Warnford̴Walk,̴Merry̴Hill,̴w�����ton"," Warnford Walk, Merry Hill, w�����ton",
2011,,warstones̴drive,warstones drive,
2011,,waterloo̴Rd,waterloo Rd,
2011,,Waterloo̴Rd̴Wolverhampton,Waterloo Rd Wolverhampton,
2011,," Wednesfield̴High̴Street,̴Wolves."," Wednesfield High Street, Wolves.",
2011,,Wellington̴Road,Wellington Road,
2011,," White̴Oaks̴Street,̴Wton"," White Oaks Street, Wton",
2011,,whitegates̴drive̴coseley,whitegates drive coseley,
2011,," Willenhall̴Road,̴East̴Park,̴Wolverhampton"," Willenhall Road, East Park, Wolverhampton",
2011,," Willenhall̴Road,̴Jtn̴Deans̴Road,̴Wton"," Willenhall Road, Jtn Deans Road, Wton",
2011,,William̴Hill̴Market̴Street,William Hill Market Street,
2011,,Wolverhamptn̴Train̴Station,Wolverhamptn Train Station,
2011,,Wolverhampton̴̴train̴station,Wolverhampton  train station,
2011,,Wolverhampton̴Railway̴Station,Wolverhampton Railway Station,
2011,,Wolverhampton̴Railway̴Station,Wolverhampton Railway Station,
2011,,Wolverhampton̴Railway̴Station,Wolverhampton Railway Station,
2011,,wolverhampton̴road̴wednesfield,wolverhampton road wednesfield,
2011,," Wolverhampton̴Road,̴Wednesfield,̴Wton"," Wolverhampton Road, Wednesfield, Wton",
2011,,wolverhampton̴train̴station,wolverhampton train station,
2011,,wolves̴railway̴station,wolves railway station,
2011,," Wood̴End̴Road,̴Wednesfield"," Wood End Road, Wednesfield",
2011,," Woodland̴Avenue,̴Tettenhall̴Wood"," Woodland Avenue, Tettenhall Wood",
2011,,Woolpack̴Alley,Woolpack Alley,
2011,,Wordsworth̴Avenue,Wordsworth Avenue,
2011,,Wton̴Train̴Station,Wton Train Station,
2011,,WV̴Front̴office,WV Front office,
2011,,WVFO,WVFO,
2011,,WVFO,WVFO,
2012,Birmingham,Clemence̴road,Clemence road,
2012,,Clemence̴road,Clemence road,
2012,,Clemence̴road,Clemence road,
2012,,Clemence̴road,Clemence road,
2012,,Clemence̴road,Clemence road,
2012,,acocks̴green̴police̴station,acocks green police station,
2012,,Albert̴Road,Albert Road,
2012,,Alcester̴Rd̴moseley,Alcester Rd moseley,
2012,,Alcester̴Road,Alcester Road,
2012,,alcester̴road,alcester road,
2012,,ALCESTER̴ROAD̴MOSELEY,ALCESTER ROAD MOSELEY,
2012,,Alcester̴Road̴Moseley,Alcester Road Moseley,
2012,,Alcester̴Road̴Outside̴Cross̴PH,Alcester Road Outside Cross PH,
2012,," Alcester̴Road,̴Moseley."," Alcester Road, Moseley.",
2012,,Alecester̴Road,Alecester Road,
2012,,Alum̴Rock̴Road,Alum Rock Road,
2012,,Alum̴Rock̴Road,Alum Rock Road,
2012,,Alum̴Rock̴Road,Alum Rock Road,
2012,," Alum̴Rock̴Road,̴Alum̴Rock"," Alum Rock Road, Alum Rock",
2012,," Banford̴Road,̴Ward̴End"," Banford Road, Ward End",
2012,,BELCHERS̴LANE,BELCHERS LANE,
2012,,Belgrave̴Middle̴way,Belgrave Middle way,
2012,,Belgravia̴Close,Belgravia Close,
2012,,BENNETTS̴HILL̴CITY̴CENTRE,BENNETTS HILL CITY CENTRE,
2012,,Berkely̴Road,Berkely Road,
2012,," Birchley̴Rise̴@̴Wagon̴Lane,̴Olton"," Birchley Rise @ Wagon Lane, Olton",
2012,,Birchtree̴Drive,Birchtree Drive,
2012,,Birmingham̴New̴Street,Birmingham New Street,
2012,," Birmingham̴Road,̴Castle̴Bromwich"," Birmingham Road, Castle Bromwich",
2012,," Birmingham̴Road,̴Sutton̴Coldfield"," Birmingham Road, Sutton Coldfield",
2012,,Bistol̴Road̴Selly̴Oak,Bistol Road Selly Oak,
2012,,Blake̴Place.̴Bordesley̴Green,Blake Place. Bordesley Green,
2012,,Bordesley̴Green,Bordesley Green,
2012,,Bordesley̴Green̴East,Bordesley Green East,
2012,," Bordesley̴Green̴Road,̴Bordesley̴Green"," Bordesley Green Road, Bordesley Green",
2012,,Bordesley̴Green.,Bordesley Green.,
2012,," Bordesly̴Green,̴Bordesley̴Green"," Bordesly Green, Bordesley Green",
2012,," Boscombe̴Road,̴Tyseley,"," Boscombe Road, Tyseley,",
2012,,Bournville̴lane,Bournville lane,
2012,,bristol̴road,bristol road,
2012,,Bristol̴Road̴South,Bristol Road South,
2012,,Broad̴Street,Broad Street,
2012,,Broad̴Street,Broad Street,
2012,,Broad̴Street,Broad Street,
2012,,Broad̴Street,Broad Street,
2012,,Brookhill̴Road,Brookhill Road,
2012,,Brooklands̴Road,Brooklands Road,
2012,,brunswick̴road,brunswick road,
2012,," BULLS̴HEAD,̴MOSELY"," BULLS HEAD, MOSELY",
2012,,Caldwell̴Road,Caldwell Road,
2012,," Church̴Road,̴Yardley"," Church Road, Yardley",
2012,," Church̴Road,̴Yardley"," Church Road, Yardley",
2012,," Church̴Road,̴Yew̴Tree"," Church Road, Yew Tree",
2012,,Clodeshall̴Road,Clodeshall Road,
2012,,Coleshill̴Road,Coleshill Road,
2012,,Cotterills̴Lane,Cotterills Lane,
2012,,Coventry̴̴Road,Coventry  Road,
2012,," Coventry̴rd̴,̴Sheldon̴,̴Nr̴British̴legion̴Ivy̴Leaf."," Coventry rd , Sheldon , Nr British legion Ivy Leaf.",
2012,,Coventry̴Rd.,Coventry Rd.,
2012,,Coventry̴Road,Coventry Road,
2012,," Coventry̴Road,̴Small̴Heath"," Coventry Road, Small Heath",
2012,,CranesPark̴Road,CranesPark Road,
2012,,Dale̴End,Dale End,
2012,," Drews̴Lane,̴Ward̴End"," Drews Lane, Ward End",
2012,,Elizabeth̴Road,Elizabeth Road,
2012,," Emily̴Road,̴Acocks̴Green,̴Birmingham"," Emily Road, Acocks Green, Birmingham",
2012,," Flaxton̴Grove,̴Kitts̴Green"," Flaxton Grove, Kitts Green",
2012,," Foxton̴Road,̴Washwood̴Heath"," Foxton Road, Washwood Heath",
2012,,FRONT̴OFFCIE̴KINGS̴HEATH̴POLICE̴STATION,FRONT OFFCIE KINGS HEATH POLICE STATION,
2012,," Front̴Office,̴Stechford̴Police̴Station"," Front Office, Stechford Police Station",
2012,,gibbins̴road,gibbins road,
2012,,Gilsan̴Way,Gilsan Way,
2012,,Gospel̴Farm̴Road,Gospel Farm Road,
2012,," Gospel̴Lane,̴Acocks̴Green"," Gospel Lane, Acocks Green",
2012,,Green̴lane̴Bordesley̴Green,Green lane Bordesley Green,
2012,,greswold̴road,greswold road,
2012,,Harbourne̴Road̴Harbourne,Harbourne Road Harbourne,
2012,," Hazelville̴Road,̴̴Hall̴Green"," Hazelville Road,  Hall Green",
2012,,Heartlands̴Hospital,Heartlands Hospital,
2012,,Heartlands̴Hospital,Heartlands Hospital,
2012,,Heartlands̴Hospital,Heartlands Hospital,
2012,,Heartlands̴hospital,Heartlands hospital,
2012,,heathfield̴road,heathfield road,
2012,,Herrick̴Road,Herrick Road,
2012,,High̴Street,High Street,
2012,,High̴Street̴Kings̴Heath,High Street Kings Heath,
2012,,High̴Street̴Solihull,High Street Solihull,
2012,,Highfield̴Road,Highfield Road,
2012,,Highfield̴Road̴Spark̴Brook.,Highfield Road Spark Brook.,
2012,,Home̴Address,Home Address,
2012,,Homer̴Rd̴near̴Holiday̴Inn,Homer Rd near Holiday Inn,
2012,,Horrell̴Road̴Sheldon,Horrell Road Sheldon,
2012,,Ivy̴House̴Road̴West̴Heath,Ivy House Road West Heath,
2012,,Jakeman̴Road,Jakeman Road,
2012,,juniper̴close,juniper close,
2012,,Kemberton̴Road,Kemberton Road,
2012,,kings̴heath̴high̴st,kings heath high st,
2012,,Kings̴Norton̴Green,Kings Norton Green,
2012,,Lady̴pool̴road,Lady pool road,
2012,,Lady̴Pool̴Road,Lady Pool Road,
2012,,Ladypool̴Road,Ladypool Road,
2012,,Lea̴Hall̴Road,Lea Hall Road,
2012,,lower̴Severn̴Street,lower Severn Street,
2012,,Mary̴Street,Mary Street,
2012,,Mary̴Street,Mary Street,
2012,,middle̴park̴road,middle park road,
2012,,Milestone̴house,Milestone house,
2012,,Milestone̴house,Milestone house,
2012,,Milestone̴house,Milestone house,
2012,,Monyhull̴Road,Monyhull Road,
2012,,Moseley̴Road,Moseley Road,
2012,,New̴Street̴Railway̴Station,New Street Railway Station,
2012,,New̴Street̴Station,New Street Station,
2012,,Northliegh̴rd̴ward̴end,Northliegh rd ward end,
2012,," O/S̴Assembly̴Rooms,̴Poplar̴Way,̴Solihull"," O/S Assembly Rooms, Poplar Way, Solihull",
2012,," O/S̴Assembly̴Rooms,̴Solihull̴Town̴Centre"," O/S Assembly Rooms, Solihull Town Centre",
2012,," o/s̴Chargrill̴Chicken,̴Coventry̴Road"," o/s Chargrill Chicken, Coventry Road",
2012,,Olton̴Boulevard̴East,Olton Boulevard East,
2012,,OUT̴SIDE̴FISH̴BAR̴HOBMOORE̴ROAD.,OUT SIDE FISH BAR HOBMOORE ROAD.,
2012,,outside̴Arden̴oak̴pub,outside Arden oak pub,
2012,," outside̴st̴colombia̴nursery̴,alcester̴road"," outside st colombia nursery ,alcester road",
2012,,Outside̴the̴Bulls̴Head,Outside the Bulls Head,
2012,," Parker̴Street,̴Edgbaston"," Parker Street, Edgbaston",
2012,,Parkland̴on̴The̴Heathway,Parkland on The Heathway,
2012,,Partridge̴Road,Partridge Road,
2012,,Pershore̴Road,Pershore Road,
2012,," Plymouth̴Road,̴Stirchley"," Plymouth Road, Stirchley",
2012,," Poplar̴Road,̴Solihull"," Poplar Road, Solihull",
2012,,rea̴road,rea road,
2012,,Regency̴Hotel,Regency Hotel,
2012,," RUNCURN̴ROAD,̴BALSALL̴HEATH"," RUNCURN ROAD, BALSALL HEATH",
2012,,school̴road,school road,
2012,,Sheath̴Lane,Sheath Lane,
2012,,Sheldon̴Heath̴Park,Sheldon Heath Park,
2012,," Shirley̴Road,̴Acocks̴Green."," Shirley Road, Acocks Green.",
2012,,Solihull̴Town̴Centre,Solihull Town Centre,
2012,,St̴Marys̴Road,St Marys Road,
2012,,St̴Marys̴Row,St Marys Row,
2012,," St̴Mary's̴Row,̴Moseley"," St Mary's Row, Moseley",
2012,,St̴Pauls̴road,St Pauls road,
2012,,St̴Pauls̴road,St Pauls road,
2012,,Station̴Road̴Stechford,Station Road Stechford,
2012,,Station̴Road̴Stechford,Station Road Stechford,
2012,," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,," Station̴Road,̴Solihul"," Station Road, Solihul",
2012,,stechford̴police̴station,stechford police station,
2012,,Stechford̴Swimming̴Baths,Stechford Swimming Baths,
2012,,Stoney̴lane,Stoney lane,
2012,,Stratford̴Road,Stratford Road,
2012,," STRATFORD̴ROAD,̴SPARKBROOK"," STRATFORD ROAD, SPARKBROOK",
2012,," Stratford̴Road,̴Sparkhill"," Stratford Road, Sparkhill",
2012,," SUMMERFIELD̴ROAD,̴WEOLEY̴CASTLE"," SUMMERFIELD ROAD, WEOLEY CASTLE",
2012,,Sunbeam̴way.,Sunbeam way.,
2012,,Swanshurst̴Park,Swanshurst Park,
2012,,The̴Parade̴Sutton̴Coldfield,The Parade Sutton Coldfield,
2012,,The̴Radleys,The Radleys,
2012,,Tile̴Cross̴Road,Tile Cross Road,
2012,," Tote̴Betting̴shop,̴Alum̴Rock̴Road"," Tote Betting shop, Alum Rock Road",
2012,,Turnburry̴Road,Turnburry Road,
2012,," Umberslade̴Road,̴Selly̴Oak"," Umberslade Road, Selly Oak",
2012,," VICARAGE̴ROAD,̴KINGHS̴HEATH"," VICARAGE ROAD, KINGHS HEATH",
2012,," Victoria̴Road,̴Bordesley̴Green"," Victoria Road, Bordesley Green",
2012,,WAKE̴GREEN̴ROAD,WAKE GREEN ROAD,
2012,,Ward̴End̴Park,Ward End Park,
2012,,warwich̴rd,warwich rd,
2012,,Warwick̴Road,Warwick Road,
2012,," warwick̴road,̴accocks̴green"," warwick road, accocks green",
2012,,Wash̴Lane,Wash Lane,
2012,,washwood̴heath̴road,washwood heath road,
2012,,Washwood̴Heath̴Road,Washwood Heath Road,
2012,," Watson̴Road,̴Alum̴Rock"," Watson Road, Alum Rock",
2012,," Wheatcroft̴Road,̴Chelmesley̴Wood"," Wheatcroft Road, Chelmesley Wood",
2012,," WHEATSHEAF̴PH̴COVENTRY̴ROAD,̴SHELDON"," WHEATSHEAF PH COVENTRY ROAD, SHELDON",
2012,," WheatSheaf,̴Coventry̴Road."," WheatSheaf, Coventry Road.",
2012,," William̴Hill̴Bookmakers,̴Washwood̴Heath̴Road"," William Hill Bookmakers, Washwood Heath Road",
2012,,woodbridge̴rd,woodbridge rd,
2012,,Woodbridge̴Road,Woodbridge Road,
2012,,ACORN̴PUBLIC̴HOUSE,ACORN PUBLIC HOUSE,
2012,,Atlantic̴Rd,Atlantic Rd,
2012,," Aylesbury̴Crescent,̴Kingstanding,̴B'ham"," Aylesbury Crescent, Kingstanding, B'ham",
2012,,beggers̴bush,beggers bush,
2012,,bendall̴rd.̴kingstanding,bendall rd. kingstanding,
2012,," Berryfields̴Road,̴Walmley,̴Sutton̴Coldfield"," Berryfields Road, Walmley, Sutton Coldfield",
2012,,Birmingham̴Rd,Birmingham Rd,
2012,,Birmingham̴Road,Birmingham Road,
2012,,Birmingham̴Road,Birmingham Road,
2012,,Birmingham̴Road,Birmingham Road,
2012,," Birmingham̴Road,̴Wylde̴Green"," Birmingham Road, Wylde Green",
2012,," Birmingham̴Road,̴Wylde̴Green"," Birmingham Road, Wylde Green",
2012,,Boldmere̴Road,Boldmere Road,
2012,,Bottle̴of̴Sack,Bottle of Sack,
2012,," Boundary̴Road,̴Erdington"," Boundary Road, Erdington",
2012,," Brassington̴Avenue,̴Sutton̴Coldfield"," Brassington Avenue, Sutton Coldfield",
2012,,Broad̴St]#,Broad St]#,
2012,," Capilano̴Road,̴Erdington"," Capilano Road, Erdington",
2012,,Car̴Park̴Lidl̴Pelham̴Rd̴aLUM̴rOCK,Car Park Lidl Pelham Rd aLUM rOCK,
2012,,CAR̴PARK̴OF̴OLD̴SPECKLED̴HEN̴PUBLIC̴HOUSE̴MERE̴GREEN,CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN,
2012,," Car̴Park̴Reddicap̴Tavern,̴Hollyfield̴Road,̴Falcon̴Lodge"," Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge",
2012,," Car̴park,̴Kenilworth̴Court,̴Wheelwright̴Rd"," Car park, Kenilworth Court, Wheelwright Rd",
2012,,Chester̴Road,Chester Road,
2012,," Chesterfield̴Grove,̴Pype̴Hayes"," Chesterfield Grove, Pype Hayes",
2012,,Chipstead̴Road,Chipstead Road,
2012,," Church̴Road,̴Erdington"," Church Road, Erdington",
2012,," Coton̴Lane,̴Erdington,̴B'ham"," Coton Lane, Erdington, B'ham",
2012,,Cottishall̴Walk,Cottishall Walk,
2012,,Court̴Lane,Court Lane,
2012,,COurt̴Lane,COurt Lane,
2012,,DUKE̴STREET,DUKE STREET,
2012,," Ebrook̴Road,̴Sutton̴Coldfield"," Ebrook Road, Sutton Coldfield",
2012,,Emscote̴Road,Emscote Road,
2012,,Erdington̴High̴Street,Erdington High Street,
2012,,Erdington̴High̴Street,Erdington High Street,
2012,,Erdington̴High̴Street,Erdington High Street,
2012,,Firbeck̴Grove,Firbeck Grove,
2012,,FRANCES̴ROAD̴ERDINGTON,FRANCES ROAD ERDINGTON,
2012,,Front̴Odffice̴Sutton̴Coldfield,Front Odffice Sutton Coldfield,
2012,,Good̴Hope̴Hospital,Good Hope Hospital,
2012,," Gracechuch̴Shopping̴Centre,̴Sutton̴Coldfield"," Gracechuch Shopping Centre, Sutton Coldfield",
2012,,Gravelly̴Hill,Gravelly Hill,
2012,," Hairy̴Lemon,̴Erdington̴High̴Street."," Hairy Lemon, Erdington High Street.",
2012,,HAIRY̴LEMON.̴Lower̴Parade,HAIRY LEMON. Lower Parade,
2012,,HAIRY̴LEMON.̴Lower̴Parade,HAIRY LEMON. Lower Parade,
2012,," Hampton̴Road,̴Erdington,̴B'ham"," Hampton Road, Erdington, B'ham",
2012,,Hellbey̴Close,Hellbey Close,
2012,,high̴st̴.̴sutton̴coldfield,high st . sutton coldfield,
2012,,High̴St̴Erdington,High St Erdington,
2012,," High̴Street,̴Erdington"," High Street, Erdington",
2012,," High̴Street,̴Erdington"," High Street, Erdington",
2012,," High̴Street,̴Erdington"," High Street, Erdington",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON",
2012,," high̴street,̴erdington."," high street, erdington.",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," High̴Street,̴West̴Bromwich"," High Street, West Bromwich",
2012,," Inland̴Road,̴Erdington,̴B'ham"," Inland Road, Erdington, B'ham",
2012,," Job̴Centre,̴Sutton̴New̴Road,̴Erdington"," Job Centre, Sutton New Road, Erdington",
2012,," Johnson̴Road,̴Erdington,̴Birmingham"," Johnson Road, Erdington, Birmingham",
2012,," Johnson̴Road,̴Erdington,̴Birmingham."," Johnson Road, Erdington, Birmingham.",
2012,,Kings̴Rd,Kings Rd,
2012,," KINGSBURY̴ROAD,̴CASTLE̴VALE"," KINGSBURY ROAD, CASTLE VALE",
2012,,Lichfield̴rd,Lichfield rd,
2012,,Lichfield̴Road,Lichfield Road,
2012,," Lichfield̴Road,̴Sutton̴Coldfield"," Lichfield Road, Sutton Coldfield",
2012,," Lichfield̴Road,̴Sutton̴Coldfield"," Lichfield Road, Sutton Coldfield",
2012,,Litten̴Tree̴PH̴Sutton̴Town̴Centre,Litten Tree PH Sutton Town Centre,
2012,,Lower̴Parade,Lower Parade,
2012,,LOWER̴PARADE,LOWER PARADE,
2012,,Lower̴parade,Lower parade,
2012,,LOWER̴PARADE,LOWER PARADE,
2012,,Lower̴Parade,Lower Parade,
2012,," lower̴parade̴,̴sutton̴coldfield"," lower parade , sutton coldfield",
2012,,Lower̴Parade̴Sutton̴Coldfield,Lower Parade Sutton Coldfield,
2012,," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield",
2012,," Lower̴Parade,̴Sutton̴Coldfield,̴Birmingham"," Lower Parade, Sutton Coldfield, Birmingham",
2012,," Lower̴Parade,̴Sutton̴Coldfield."," Lower Parade, Sutton Coldfield.",
2012,," Lower̴parade,̴Sutton̴town̴centre"," Lower parade, Sutton town centre",
2012,," Madehurst̴Road,̴erdington"," Madehurst Road, erdington",
2012,," MARROWFAT̴RAOD,̴HANDSWORTH"," MARROWFAT RAOD, HANDSWORTH",
2012,," Marsh̴hill̴,̴Erdington.̴(̴BN̴)"," Marsh hill , Erdington. ( BN )",
2012,," Marsh̴lane,̴Erdington,̴B'ham"," Marsh lane, Erdington, B'ham",
2012,,MERE̴GREEN̴ISLAND̴LICHFIELD̴ROAD,MERE GREEN ISLAND LICHFIELD ROAD,
2012,,Mill̴Avenue,Mill Avenue,
2012,,Mill̴st̴@̴high̴street,Mill st @ high street,
2012,,New̴Street,New Street,
2012,,New̴Street̴Station,New Street Station,
2012,,Newdigate̴Road,Newdigate Road,
2012,,Newhall̴Carpark,Newhall Carpark,
2012,," Newhall̴Walk,̴Sutton̴Coldfield"," Newhall Walk, Sutton Coldfield",
2012,," Normanton̴Tower,̴Beechmount̴Drive,̴Erdington,̴Birmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham",
2012,,North̴Holt̴Road,North Holt Road,
2012,,NORTHOLT̴DRIVE,NORTHOLT DRIVE,
2012,,O/S̴H/A,O/S H/A,
2012,,O/s̴Hairy̴Lemon̴PH,O/s Hairy Lemon PH,
2012,," O/S̴Kings̴Arms̴PH,̴Coleshill̴Road"," O/S Kings Arms PH, Coleshill Road",
2012,," O/S̴Kings̴Arms̴PH,̴Coleshill̴Road"," O/S Kings Arms PH, Coleshill Road",
2012,,O/S̴LITTEN̴TREE,O/S LITTEN TREE,
2012,,O/S̴MOO̴MOOS̴south̴parade,O/S MOO MOOS south parade,
2012,," O/s̴MooMoo̴Club,̴Sutton̴Town̴Centre"," O/s MooMoo Club, Sutton Town Centre",
2012,," O/S̴MooMoos̴night̴club,̴South̴parade"," O/S MooMoos night club, South parade",
2012,," O/S̴MooMoos,̴Lower̴parade,̴Sutton̴Town̴Centre"," O/S MooMoos, Lower parade, Sutton Town Centre",
2012,,O/S̴Station̴PH,O/S Station PH,
2012,," O/S̴Temple̴Bar,̴S/C̴Town̴Centre"," O/S Temple Bar, S/C Town Centre",
2012,,Orphanage̴rd,Orphanage rd,
2012,," Outside̴Bagot̴Arms,̴Chester̴Road,̴Pype̴Hayes"," Outside Bagot Arms, Chester Road, Pype Hayes",
2012,," OUTSIDE̴CITY̴VIEW,̴ERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON",
2012,," Outside̴HIRY̴LEMON,̴Sutton̴Town̴Crntr"," Outside HIRY LEMON, Sutton Town Crntr",
2012,,outside̴home̴address,outside home address,
2012,,outside̴home̴address,outside home address,
2012,,Outside̴Home̴Address,Outside Home Address,
2012,," OUTSIDE̴LITTEN̴TREE,̴BIRMINGHAM̴ROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD",
2012,," outside̴MooMoo's̴Bar,̴South̴Parade,̴Sutton̴Coldfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield",
2012,," outside̴MooMoo's̴Bar,̴South̴Parade,̴Sutton̴Coldfield."," outside MooMoo's Bar, South Parade, Sutton Coldfield.",
2012,," OUTSIDE̴NEW̴STREET̴STATION,̴BIRMINGHAM̴CITY̴CENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE",
